bank,branch,date,day,arrival_time,service_type,service_start_time,service_end_time,wait_time_min,service_duration_min,queue_length
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,09:18:00,New Account Opening,09:24:00,10:00:49.200000,6,36.82,5
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,11:12:00,Locker Access,11:17:00,11:27:31.800000,5,10.53,10
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,09:34:00,FD Opening,09:37:00,09:48:25.800000,3,11.43,6
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,16:01:00,Cheque Deposit,16:08:00,16:13:48,7,5.8,11
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,13:18:00,Cash Deposit,13:25:00,13:29:48.600000,7,4.81,5
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,15:34:00,Debit Card Reissue,15:40:00,15:50:21.600000,6,10.36,12
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,15:59:00,FD Opening,16:03:00,16:16:32.400000,4,13.54,8
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,12:45:00,FD Opening,12:53:00,13:05:58.800000,8,12.98,1
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,09:35:00,New Account Opening,09:37:00,10:06:27.600000,2,29.46,7
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,14:29:00,New Account Opening,14:31:00,15:08:22.200000,2,37.37,9
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,15:51:00,Cash Deposit,15:56:00,16:00:04.800000,5,4.08,1
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,13:19:00,Inward Remittance,13:24:00,13:38:10.800000,5,14.18,8
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,11:45:00,FD Opening,11:55:00,12:12:03,10,17.05,8
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,16:38:00,Debit Card Reissue,16:45:00,16:58:16.800000,7,13.28,10
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,09:36:00,Cash Deposit,09:41:00,09:45:09,5,4.15,15
Sonali Bank,"Sonali Bank, Savar Branch",2025-08-04,Monday,15:16:00,Cheque Deposit,15:19:00,15:24:34.200000,3,5.57,15
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:26:00,Loan Repayment,11:32:00,11:40:19.800000,6,8.33,15
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,16:14:00,Debit Card Reissue,16:22:00,16:32:58.800000,8,10.98,9
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:56:00,Inward Remittance,10:01:00,10:14:41.400000,5,13.69,3
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:53:00,Cheque Deposit,09:55:00,10:01:16.800000,2,6.28,10
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,10:40:00,Loan Repayment,10:44:00,10:50:46.800000,4,6.78,13
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,15:23:00,Loan Repayment,15:29:00,15:35:15.600000,6,6.26,8
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:11:00,Loan Repayment,09:17:00,09:23:30,6,6.5,10
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,16:13:00,Cash Deposit,16:16:00,16:20:51.600000,3,4.86,1
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,15:42:00,FD Opening,15:50:00,16:03:13.800000,8,13.23,9
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:11:00,Loan Repayment,11:15:00,11:20:05.400000,4,5.09,13
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,15:23:00,Cheque Deposit,15:27:00,15:33:05.400000,4,6.09,8
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,12:25:00,Loan Repayment,12:29:00,12:35:50.400000,4,6.84,9
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,10:55:00,Loan Repayment,11:02:00,11:09:43.800000,7,7.73,5
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:56:00,Cheque Deposit,12:04:00,12:10:51.600000,8,6.86,13
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,12:01:00,Loan Repayment,12:07:00,12:13:53.400000,6,6.89,6
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,10:55:00,New Account Opening,11:01:00,11:29:03.600000,6,28.06,4
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:53:00,Debit Card Reissue,10:00:00,10:12:06.600000,7,12.11,13
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,13:39:00,Loan Repayment,13:43:00,13:49:22.200000,4,6.37,8
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,12:28:00,Cash Deposit,12:36:00,12:40:06.600000,8,4.11,2
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:46:00,Debit Card Reissue,09:53:00,10:03:28.800000,7,10.48,6
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,10:24:00,FD Opening,10:27:00,10:41:23.400000,3,14.39,1
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,10:34:00,Cash Withdrawal,10:37:00,10:39:04.200000,3,2.07,5
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:25:00,Inward Remittance,11:29:00,11:47:57,4,18.95,7
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,16:22:00,FD Opening,16:28:00,16:41:37.200000,6,13.62,2
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:33:00,Cash Withdrawal,11:40:00,11:42:08.400000,7,2.14,1
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,16:52:00,Debit Card Reissue,16:54:00,17:03:55.200000,2,9.92,6
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:27:00,Loan Repayment,11:31:00,11:37:44.400000,4,6.74,11
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:25:00,Cheque Deposit,11:29:00,11:35:01.200000,4,6.02,7
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:27:00,Cheque Deposit,11:33:00,11:39:21.600000,6,6.36,13
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,16:09:00,Loan Repayment,16:13:00,16:20:54,4,7.9,12
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,15:49:00,FD Opening,15:55:00,16:13:25.200000,6,18.42,1
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,13:31:00,Cash Withdrawal,13:36:00,13:38:39,5,2.65,13
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,12:42:00,FD Opening,12:48:00,13:00:30,6,12.5,14
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,15:04:00,Locker Access,15:05:00,15:16:15,1,11.25,14
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,13:36:00,Cash Deposit,13:40:00,13:43:55.800000,4,3.93,10
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,10:33:00,Locker Access,10:35:00,10:45:32.400000,2,10.54,8
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:42:00,Debit Card Reissue,09:47:00,09:58:00,5,11.0,5
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:02:00,Loan Repayment,09:06:00,09:14:24.600000,4,8.41,9
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,14:22:00,New Account Opening,14:27:00,14:58:52.200000,5,31.87,3
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:12:00,FD Opening,11:15:00,11:33:01.800000,3,18.03,8
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,11:27:00,FD Opening,11:38:00,11:53:18,11,15.3,15
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:07:00,Cash Deposit,09:15:00,09:19:43.200000,8,4.72,4
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,16:13:00,Locker Access,16:17:00,16:30:49.200000,4,13.82,14
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,12:24:00,FD Opening,12:27:00,12:39:49.800000,3,12.83,6
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,14:32:00,Cash Deposit,14:38:00,14:42:11.400000,6,4.19,15
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,13:10:00,Inward Remittance,13:14:00,13:30:07.800000,4,16.13,10
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,13:54:00,Cash Withdrawal,14:01:00,14:03:49.800000,7,2.83,7
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,09:09:00,Loan Repayment,09:14:00,09:21:01.800000,5,7.03,10
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,15:34:00,Loan Repayment,15:38:00,15:44:57.600000,4,6.96,5
Sonali Bank,"Sonali Bank, Bashundhara Branch",2025-08-04,Monday,10:46:00,FD Opening,10:50:00,11:00:22.800000,4,10.38,1
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,11:58:00,Cash Deposit,12:07:00,12:11:16.200000,9,4.27,12
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,11:36:00,FD Opening,11:47:00,12:02:22.200000,11,15.37,5
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:02:00,FD Opening,10:06:00,10:20:42,4,14.7,9
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,15:51:00,Debit Card Reissue,15:57:00,16:08:10.200000,6,11.17,1
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,13:57:00,Loan Repayment,14:00:00,14:06:54,3,6.9,4
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,13:14:00,New Account Opening,13:19:00,13:56:05.400000,5,37.09,5
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,16:56:00,Locker Access,16:58:00,17:12:34.800000,2,14.58,9
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,09:00:00,Locker Access,09:06:00,09:17:36,6,11.6,10
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,12:51:00,Cash Withdrawal,12:56:00,12:58:16.200000,5,2.27,15
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,13:24:00,Cash Deposit,13:28:00,13:32:29.400000,4,4.49,7
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,12:29:00,Debit Card Reissue,12:33:00,12:45:50.400000,4,12.84,4
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,09:13:00,FD Opening,09:18:00,09:31:03.600000,5,13.06,12
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:16:00,New Account Opening,10:19:00,10:48:05.400000,3,29.09,14
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,16:04:00,Debit Card Reissue,16:09:00,16:19:20.400000,5,10.34,5
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,09:08:00,Cheque Deposit,09:15:00,09:21:00.600000,7,6.01,8
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,16:27:00,New Account Opening,16:31:00,17:04:19.800000,4,33.33,9
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:41:00,Cash Withdrawal,10:46:00,10:49:01.200000,5,3.02,11
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,11:41:00,New Account Opening,11:47:00,12:22:27,6,35.45,13
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,14:46:00,Cash Withdrawal,14:52:00,14:54:37.800000,6,2.63,4
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,14:27:00,Loan Repayment,14:30:00,14:35:58.800000,3,5.98,14
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,12:38:00,Cash Deposit,12:41:00,12:44:48.600000,3,3.81,15
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,15:40:00,Debit Card Reissue,15:44:00,15:54:51.600000,4,10.86,14
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,11:32:00,Inward Remittance,11:41:00,11:57:33.600000,9,16.56,4
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:19:00,Debit Card Reissue,10:23:00,10:34:52.800000,4,11.88,2
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,16:01:00,Cash Withdrawal,16:03:00,16:06:43.800000,2,3.73,4
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:08:00,Inward Remittance,10:14:00,10:27:59.400000,6,13.99,3
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,11:48:00,Debit Card Reissue,11:51:00,12:02:24,3,11.4,8
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,11:29:00,Loan Repayment,11:34:00,11:40:56.400000,5,6.94,1
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:21:00,FD Opening,10:24:00,10:40:58.800000,3,16.98,5
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,14:20:00,Debit Card Reissue,14:27:00,14:40:18.600000,7,13.31,4
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,15:56:00,Cash Deposit,16:06:00,16:09:57.600000,10,3.96,10
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,14:14:00,Debit Card Reissue,14:18:00,14:30:13.800000,4,12.23,9
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,09:21:00,New Account Opening,09:24:00,09:54:28.200000,3,30.47,11
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:30:00,Cheque Deposit,10:37:00,10:43:10.800000,7,6.18,7
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,14:07:00,Cash Deposit,14:11:00,14:14:56.400000,4,3.94,15
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,15:47:00,Cheque Deposit,15:51:00,15:57:22.200000,4,6.37,1
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:16:00,Cash Deposit,10:21:00,10:24:21.600000,5,3.36,15
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:24:00,Locker Access,10:30:00,10:40:43.200000,6,10.72,5
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,09:54:00,FD Opening,09:55:00,10:10:18.600000,1,15.31,8
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,16:45:00,Cheque Deposit,16:48:00,16:53:22.200000,3,5.37,1
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,14:22:00,Cash Withdrawal,14:25:00,14:27:38.400000,3,2.64,7
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,12:54:00,Debit Card Reissue,12:59:00,13:08:45.600000,5,9.76,9
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,12:40:00,Cash Deposit,12:47:00,12:51:13.200000,7,4.22,10
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,13:50:00,Cheque Deposit,13:55:00,14:00:28.200000,5,5.47,9
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:33:00,Debit Card Reissue,10:42:00,10:56:24.600000,9,14.41,10
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,16:45:00,New Account Opening,16:50:00,17:24:14.400000,5,34.24,12
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,10:30:00,Cash Deposit,10:34:00,10:37:58.800000,4,3.98,2
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,12:02:00,Locker Access,12:04:00,12:12:48,2,8.8,6
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,11:07:00,Cash Withdrawal,11:11:00,11:13:59.400000,4,2.99,5
Sonali Bank,"Sonali Bank, Tejgaon Branch",2025-08-04,Monday,13:30:00,FD Opening,13:33:00,13:44:43.800000,3,11.73,5
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,13:30:00,Cash Withdrawal,13:36:00,13:39:40.800000,6,3.68,3
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,14:49:00,Loan Repayment,14:53:00,15:00:11.400000,4,7.19,11
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:30:00,Debit Card Reissue,11:35:00,11:44:31.800000,5,9.53,8
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:53:00,Cash Withdrawal,11:56:00,11:59:03,3,3.05,15
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,15:58:00,Cash Withdrawal,16:03:00,16:05:41.400000,5,2.69,12
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,16:57:00,Cash Deposit,17:03:00,17:06:30,6,3.5,14
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:50:00,Cheque Deposit,11:55:00,12:01:01.200000,5,6.02,7
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:00:00,Cheque Deposit,11:04:00,11:10:22.800000,4,6.38,4
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,14:45:00,Debit Card Reissue,14:49:00,15:02:42.600000,4,13.71,8
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,14:32:00,Loan Repayment,14:35:00,14:43:07.200000,3,8.12,1
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,15:36:00,FD Opening,15:39:00,15:53:36.600000,3,14.61,2
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,12:41:00,Cash Withdrawal,12:45:00,12:47:10.800000,4,2.18,4
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,10:32:00,Cheque Deposit,10:38:00,10:43:55.200000,6,5.92,7
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,12:52:00,New Account Opening,12:53:00,13:27:27,1,34.45,8
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,14:07:00,Loan Repayment,14:14:00,14:22:25.800000,7,8.43,5
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,16:52:00,FD Opening,16:59:00,17:12:42,7,13.7,11
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,12:03:00,Inward Remittance,12:08:00,12:19:34.200000,5,11.57,14
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,10:48:00,Cash Deposit,10:53:00,10:56:50.400000,5,3.84,11
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,14:46:00,Cash Deposit,14:50:00,14:54:32.400000,4,4.54,5
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,12:54:00,New Account Opening,12:57:00,13:31:43.800000,3,34.73,2
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:59:00,FD Opening,12:04:00,12:19:52.200000,5,15.87,1
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,15:36:00,Loan Repayment,15:39:00,15:44:39,3,5.65,3
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,13:15:00,FD Opening,13:21:00,13:34:43.200000,6,13.72,6
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,16:05:00,Cash Withdrawal,16:10:00,16:12:48.600000,5,2.81,2
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,13:38:00,Locker Access,13:45:00,13:55:07.200000,7,10.12,14
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:42:00,Cash Withdrawal,11:44:00,11:46:49.200000,2,2.82,6
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,14:11:00,Cheque Deposit,14:15:00,14:21:20.400000,4,6.34,9
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:05:00,Loan Repayment,11:09:00,11:17:09.600000,4,8.16,7
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:32:00,Inward Remittance,11:34:00,11:48:08.400000,2,14.14,4
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,16:01:00,Locker Access,16:04:00,16:13:58.200000,3,9.97,3
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,16:55:00,FD Opening,17:02:00,17:18:57.600000,7,16.96,8
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,16:44:00,Loan Repayment,16:50:00,16:58:19.200000,6,8.32,5
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,12:26:00,Locker Access,12:28:00,12:41:00.600000,2,13.01,14
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,13:59:00,FD Opening,14:03:00,14:16:30,4,13.5,4
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,09:26:00,Cheque Deposit,09:33:00,09:38:30,7,5.5,14
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,10:35:00,Locker Access,10:45:00,10:54:01.200000,10,9.02,13
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,14:01:00,Debit Card Reissue,14:07:00,14:18:21.600000,6,11.36,12
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,13:15:00,Cheque Deposit,13:20:00,13:25:42.600000,5,5.71,11
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,10:21:00,Cash Withdrawal,10:23:00,10:26:03,2,3.05,13
Janata Bank,"Janata Bank, Farmgate Branch",2025-08-04,Monday,11:44:00,Cash Withdrawal,11:49:00,11:51:43.200000,5,2.72,15
